testDate,expression,movement,quality,benchmarkPct
6/9/2024,dynamic,agility,deceleration,0.9
18/09/2024,dynamic,jump,land,0.648
21/09/2024,dynamic,jump,pre-load,0.5375
23/09/2024,isometric,sprint,acceleration,0.72
26/09/2024,isometric,upper body,grapple,0.627
14/10/2024,isometric,upper body,grapple,0.6595
17/10/2024,isometric,agility,acceleration,0.72
20/10/2024,isometric,jump,land,0.426
21/10/2024,dynamic,sprint,max velocity,0.67
22/10/2024,dynamic,agility,acceleration,0.486
10/11/2024,dynamic,sprint,acceleration,0.47
11/11/2024,dynamic,jump,take off,0.69
18/11/2024,dynamic,jump,pre-load,0.57
19/11/2024,isometric,upper body,push,0.936
4/12/2024,dynamic,agility,deceleration,0.876
18/12/2024,isometric,upper body,push,0.876
20/12/2024,isometric,agility,deceleration,0.9155
2/2/2025,dynamic,sprint,acceleration,0.4965
3/2/2025,dynamic,agility,acceleration,0.4965
7/2/2025,isometric,sprint,max velocity,0.728
9/2/2025,isometric,agility,deceleration,0.958
10/2/2025,dynamic,agility,acceleration,0.495
13/02/2025,isometric,upper body,grapple,0.6415
15/02/2025,isometric,sprint,acceleration,0.79
19/02/2025,isometric,upper body,pull,0.7975
27/02/2025,isometric,upper body,grapple,0.6385
3/3/2025,dynamic,jump,pre-load,0.5605
2/7/2023,dynamic,sprint,acceleration,0.358
6/7/2023,isometric,jump,land,
7/7/2023,dynamic,agility,deceleration,0.87
2/8/2023,isometric,agility,rotate,
10/8/2023,isometric,sprint,max velocity,
20/08/2023,dynamic,agility,acceleration,0.3495
28/08/2023,isometric,jump,pre-load,0.52
29/08/2023,isometric,agility,acceleration,0.52
4/9/2023,dynamic,sprint,max velocity,0.5845
9/9/2023,isometric,agility,deceleration,1.0395
10/9/2023,isometric,agility,rotate,
15/09/2023,isometric,upper body,pull,
24/09/2023,isometric,upper body,pull,
27/09/2023,dynamic,jump,land,0.69
27/09/2023,isometric,jump,land,
18/10/2023,isometric,agility,rotate,
26/10/2023,isometric,agility,rotate,
7/11/2023,isometric,jump,land,
20/11/2023,dynamic,upper body,push,0.4305
20/11/2023,dynamic,agility,acceleration,0.4305
23/11/2023,dynamic,sprint,acceleration,0.4305
29/11/2023,isometric,jump,take off,
8/12/2023,isometric,upper body,push,0.664
9/12/2023,isometric,sprint,max velocity,
8/1/2024,isometric,jump,land,
17/01/2024,dynamic,sprint,acceleration,0.43
24/01/2024,isometric,agility,rotate,
9/2/2024,isometric,jump,pre-load,0.52
20/02/2024,dynamic,upper body,push,0.4345
21/02/2024,isometric,jump,pre-load,0.52
1/3/2024,isometric,sprint,acceleration,0.52
8/3/2024,isometric,jump,land,
11/3/2024,isometric,agility,rotate,
12/3/2024,isometric,upper body,pull,
13/03/2024,isometric,agility,rotate,
25/03/2024,isometric,jump,take off,
26/03/2024,isometric,agility,acceleration,0.52
29/03/2024,isometric,jump,pre-load,0.52
10/4/2024,isometric,jump,take off,
15/04/2024,isometric,upper body,pull,
18/04/2024,dynamic,jump,pre-load,0.53
21/04/2024,dynamic,jump,pre-load,0.53
23/04/2024,isometric,agility,deceleration,1.1365
28/04/2024,dynamic,agility,deceleration,0.89
30/04/2024,dynamic,jump,land,0.664
13/05/2024,isometric,sprint,max velocity,0.1995
20/05/2024,isometric,agility,deceleration,1.1365
29/05/2024,isometric,jump,take off,
31/05/2024,isometric,sprint,max velocity,0.1995
11/6/2024,isometric,jump,pre-load,0.49
16/06/2024,dynamic,agility,deceleration,0.89
2/7/2024,isometric,jump,land,0.1
10/7/2024,dynamic,sprint,max velocity,0.674
11/7/2024,isometric,jump,pre-load,0.7165
12/7/2024,isometric,jump,take off,0.42
14/07/2024,isometric,jump,land,0.4125
4/8/2024,isometric,jump,pre-load,0.7305
10/8/2024,dynamic,agility,deceleration,0.852
10/9/2024,isometric,upper body,pull,
13/09/2024,dynamic,upper body,pull,0.9
18/09/2024,isometric,agility,deceleration,0.8825
21/09/2024,isometric,upper body,grapple,0.613
23/09/2024,dynamic,sprint,max velocity,0.6765
26/09/2024,dynamic,agility,acceleration,0.494
4/10/2024,isometric,jump,take off,0.426
25/10/2024,dynamic,sprint,acceleration,0.486
6/11/2024,dynamic,jump,pre-load,0.57
14/11/2024,isometric,upper body,pull,
15/11/2024,dynamic,jump,pre-load,0.57
20/11/2024,dynamic,agility,acceleration,0.47
26/11/2024,isometric,jump,take off,0.438
10/12/2024,dynamic,agility,acceleration,0.498
11/12/2024,isometric,agility,deceleration,0.9155
13/12/2024,isometric,sprint,max velocity,0.685
19/12/2024,isometric,sprint,acceleration,0.796
9/1/2025,dynamic,jump,take off,0.675
9/1/2025,dynamic,agility,deceleration,0.853
19/01/2025,isometric,agility,rotate,0.6675
20/01/2025,isometric,upper body,pull,0.46
23/01/2025,isometric,jump,land,0.4495
1/2/2025,isometric,sprint,max velocity,0.749
3/2/2025,dynamic,agility,deceleration,0.873
4/2/2025,dynamic,agility,acceleration,0.4965
11/2/2025,dynamic,upper body,pull,0.87
11/2/2025,isometric,sprint,acceleration,0.79
12/2/2025,isometric,upper body,push,0.96
12/2/2025,dynamic,sprint,max velocity,0.651
14/02/2025,dynamic,upper body,pull,0.87
18/02/2025,isometric,upper body,push,0.9555
20/02/2025,dynamic,upper body,pull,0.87
21/02/2025,dynamic,upper body,push,0.495
4/3/2025,dynamic,agility,acceleration,0.495
10/7/2023,isometric,sprint,acceleration,
21/07/2023,dynamic,jump,take off,0.7365
22/08/2023,isometric,agility,acceleration,
23/08/2023,dynamic,jump,pre-load,0.564
30/08/2023,dynamic,agility,deceleration,0.877
6/9/2023,dynamic,upper body,pull,0.877
8/9/2023,dynamic,jump,land,0.69
10/9/2023,isometric,sprint,acceleration,0.52
12/9/2023,dynamic,jump,pre-load,0.51
25/09/2023,dynamic,agility,deceleration,0.871
25/09/2023,isometric,sprint,max velocity,
28/09/2023,isometric,agility,rotate,
29/09/2023,dynamic,agility,deceleration,0.871
12/10/2023,isometric,jump,land,
18/10/2023,dynamic,sprint,acceleration,0.4305
19/11/2023,dynamic,upper body,push,0.43
22/11/2023,dynamic,upper body,push,0.4305
23/11/2023,isometric,agility,deceleration,1.038
6/12/2023,dynamic,sprint,acceleration,0.43
7/12/2023,dynamic,agility,deceleration,0.87
9/12/2023,isometric,sprint,acceleration,0.52
18/12/2023,dynamic,sprint,max velocity,0.6475
26/12/2023,dynamic,jump,land,0.674
28/12/2023,dynamic,sprint,max velocity,0.634
29/12/2023,isometric,jump,pre-load,0.52
7/1/2024,dynamic,agility,deceleration,0.882
7/1/2024,dynamic,sprint,acceleration,0.426
12/1/2024,dynamic,sprint,max velocity,0.598
16/01/2024,isometric,sprint,max velocity,
22/01/2024,dynamic,sprint,max velocity,0.646
23/01/2024,isometric,agility,deceleration,1.138
25/01/2024,dynamic,agility,acceleration,0.4345
28/01/2024,dynamic,sprint,max velocity,0.646
4/2/2024,isometric,agility,rotate,
9/2/2024,isometric,upper body,pull,
25/02/2024,dynamic,jump,land,0.668
1/3/2024,isometric,sprint,max velocity,
2/3/2024,isometric,jump,land,
9/3/2024,dynamic,sprint,max velocity,0.637
17/03/2024,dynamic,upper body,pull,0.89
19/03/2024,dynamic,upper body,push,0.4445
22/03/2024,dynamic,jump,pre-load,0.524
29/03/2024,isometric,upper body,push,0.704
30/03/2024,dynamic,sprint,max velocity,0.637
3/4/2024,isometric,upper body,pull,
10/4/2024,isometric,upper body,grapple,
16/04/2024,isometric,jump,take off,
21/04/2024,isometric,jump,land,
27/04/2024,dynamic,jump,pre-load,0.521
13/05/2024,isometric,sprint,acceleration,0.52
22/05/2024,dynamic,upper body,push,0.43
25/05/2024,dynamic,jump,take off,0.62
26/05/2024,dynamic,agility,deceleration,0.876
1/6/2024,isometric,sprint,acceleration,0.49
4/6/2024,isometric,sprint,max velocity,0.1995
6/6/2024,dynamic,upper body,push,0.43
7/6/2024,dynamic,upper body,pull,0.876
7/6/2024,dynamic,sprint,max velocity,0.625
8/6/2024,isometric,jump,pre-load,0.49
21/06/2024,isometric,agility,deceleration,1.1365
24/06/2024,isometric,jump,take off,
27/06/2024,isometric,upper body,push,0.704
25/07/2024,isometric,agility,acceleration,0.685
2/8/2024,isometric,agility,rotate,0.384
8/8/2024,dynamic,jump,land,0.652
12/8/2024,dynamic,upper body,push,0.428
14/08/2024,isometric,upper body,push,0.96
17/08/2024,dynamic,jump,take off,0.723
19/08/2024,dynamic,upper body,pull,0.855
23/08/2024,isometric,jump,land,0.363
29/08/2024,dynamic,sprint,acceleration,0.428
30/08/2024,isometric,jump,land,0.363
30/08/2024,dynamic,sprint,max velocity,0.6795
2/9/2024,isometric,jump,land,0.363
3/9/2024,dynamic,jump,land,0.641
9/9/2024,dynamic,agility,acceleration,0.4955
11/9/2024,dynamic,upper body,pull,0.9
14/09/2024,isometric,sprint,acceleration,0.7275
25/09/2024,dynamic,jump,pre-load,0.57
25/09/2024,dynamic,agility,acceleration,0.494
26/09/2024,dynamic,sprint,acceleration,0.494
29/09/2024,isometric,agility,rotate,0.627
6/10/2024,dynamic,jump,pre-load,0.5635
9/10/2024,isometric,agility,acceleration,0.6925
11/10/2024,isometric,upper body,grapple,0.6595
18/10/2024,dynamic,upper body,push,0.486
19/10/2024,isometric,agility,acceleration,0.698
26/10/2024,dynamic,upper body,pull,0.88
31/10/2024,isometric,jump,pre-load,0.677
8/11/2024,isometric,sprint,max velocity,0.68
20/11/2024,isometric,upper body,pull,
22/11/2024,dynamic,jump,take off,0.69
7/12/2024,isometric,agility,rotate,0.681
13/12/2024,dynamic,sprint,max velocity,0.658
23/12/2024,isometric,sprint,acceleration,0.796
24/12/2024,isometric,upper body,push,0.876
26/12/2024,isometric,agility,deceleration,0.9155
31/12/2024,dynamic,jump,take off,0.6955
3/1/2025,dynamic,jump,pre-load,0.497
7/1/2025,isometric,upper body,pull,0.46
16/01/2025,isometric,upper body,push,0.918
16/01/2025,isometric,sprint,max velocity,0.749
23/01/2025,isometric,jump,take off,0.4495
27/01/2025,dynamic,agility,acceleration,0.5
9/2/2025,isometric,upper body,grapple,0.6415
11/2/2025,dynamic,jump,pre-load,0.4915
13/02/2025,isometric,jump,take off,0.397
13/02/2025,dynamic,sprint,max velocity,0.651
14/02/2025,dynamic,sprint,max velocity,0.651
16/02/2025,dynamic,agility,deceleration,0.87
3/3/2025,isometric,jump,take off,0.3955
2/7/2023,dynamic,sprint,max velocity,0.652
16/07/2023,dynamic,jump,take off,0.74
17/07/2023,isometric,jump,land,
4/8/2023,isometric,agility,acceleration,
8/8/2023,dynamic,sprint,max velocity,0.67
16/08/2023,isometric,agility,acceleration,
18/08/2023,dynamic,sprint,acceleration,0.338
20/08/2023,isometric,agility,deceleration,0.9775
24/08/2023,isometric,sprint,acceleration,
4/9/2023,dynamic,jump,take off,0.7
24/09/2023,dynamic,jump,land,0.69
29/09/2023,dynamic,jump,take off,0.711
29/09/2023,dynamic,upper body,pull,0.871
19/10/2023,isometric,sprint,max velocity,
24/10/2023,isometric,sprint,max velocity,
6/11/2023,dynamic,upper body,pull,0.871
10/11/2023,dynamic,sprint,max velocity,0.6475
17/11/2023,isometric,agility,deceleration,1.038
1/12/2023,isometric,jump,take off,
5/12/2023,dynamic,upper body,pull,0.87
7/12/2023,dynamic,sprint,max velocity,0.6475
8/12/2023,isometric,jump,pre-load,0.52
8/12/2023,dynamic,agility,acceleration,0.43
11/12/2023,isometric,jump,take off,
18/12/2023,dynamic,agility,acceleration,0.43
19/12/2023,isometric,upper body,pull,
20/12/2023,isometric,agility,acceleration,0.52
22/12/2023,isometric,upper body,grapple,
1/1/2024,isometric,upper body,push,0.664
6/1/2024,isometric,jump,take off,
7/1/2024,isometric,upper body,pull,
10/1/2024,isometric,jump,land,
31/01/2024,isometric,agility,deceleration,1.138
1/2/2024,isometric,jump,pre-load,0.52
8/2/2024,dynamic,agility,deceleration,0.89
10/2/2024,isometric,agility,acceleration,0.52
15/02/2024,isometric,sprint,acceleration,0.52
19/02/2024,isometric,upper body,grapple,
27/02/2024,isometric,jump,take off,
28/02/2024,dynamic,sprint,max velocity,0.637
29/02/2024,dynamic,jump,take off,0.6625
17/03/2024,isometric,upper body,push,0.704
25/03/2024,dynamic,jump,land,0.668
27/03/2024,isometric,agility,rotate,
31/03/2024,isometric,jump,land,
11/4/2024,isometric,agility,rotate,
12/4/2024,isometric,upper body,grapple,
15/04/2024,dynamic,agility,acceleration,0.43
23/04/2024,dynamic,jump,pre-load,0.521
24/04/2024,dynamic,upper body,pull,0.89
27/04/2024,isometric,sprint,max velocity,0.1995
12/5/2024,dynamic,agility,deceleration,0.876
13/05/2024,dynamic,sprint,acceleration,0.43
17/05/2024,isometric,agility,rotate,
1/6/2024,dynamic,jump,take off,0.62
6/6/2024,isometric,upper body,push,0.704
13/06/2024,isometric,jump,pre-load,0.49
18/06/2024,dynamic,jump,take off,0.62
19/06/2024,isometric,upper body,push,0.704
25/06/2024,isometric,upper body,pull,
27/06/2024,dynamic,agility,deceleration,0.89
27/06/2024,isometric,sprint,max velocity,0.1995
5/7/2024,dynamic,sprint,max velocity,0.625
17/07/2024,isometric,jump,take off,0.3975
18/07/2024,isometric,upper body,push,0.922
26/07/2024,isometric,sprint,acceleration,0.685
7/8/2024,dynamic,jump,take off,0.749
8/8/2024,dynamic,upper body,pull,0.852
9/8/2024,dynamic,jump,pre-load,0.514
11/8/2024,dynamic,jump,take off,0.723
14/08/2024,dynamic,upper body,pull,0.852
18/08/2024,dynamic,upper body,pull,0.855
25/08/2024,dynamic,upper body,pull,0.9
12/9/2024,isometric,upper body,pull,
21/09/2024,isometric,agility,deceleration,0.869
22/09/2024,dynamic,jump,take off,0.7055
23/09/2024,isometric,sprint,max velocity,0.6975
24/09/2024,isometric,upper body,grapple,0.627
21/10/2024,isometric,agility,acceleration,0.698
22/10/2024,isometric,sprint,acceleration,0.6935
7/11/2024,dynamic,upper body,push,0.486
8/11/2024,dynamic,jump,pre-load,0.57
15/11/2024,dynamic,jump,take off,0.69
21/11/2024,isometric,sprint,acceleration,0.799
24/11/2024,dynamic,sprint,max velocity,0.662
14/12/2024,isometric,agility,acceleration,0.796
18/12/2024,dynamic,jump,land,0.728
20/12/2024,dynamic,jump,land,0.728
21/12/2024,isometric,jump,take off,0.4
27/12/2024,isometric,upper body,push,0.876
31/12/2024,dynamic,jump,land,0.728
1/1/2025,isometric,upper body,pull,0.46
3/1/2025,isometric,agility,acceleration,0.79
12/1/2025,isometric,upper body,push,0.918
13/01/2025,dynamic,jump,pre-load,0.474
14/01/2025,dynamic,jump,pre-load,0.474
16/01/2025,dynamic,jump,take off,0.67
16/01/2025,dynamic,agility,deceleration,0.853
21/01/2025,isometric,sprint,acceleration,0.7475
27/01/2025,dynamic,sprint,max velocity,0.657
2/2/2025,isometric,upper body,pull,0.794
26/02/2025,isometric,upper body,push,0.9555
8/3/2025,dynamic,agility,acceleration,0.495
9/3/2025,dynamic,sprint,acceleration,0.495
2/7/2023,dynamic,agility,acceleration,0.358
4/7/2023,dynamic,jump,land,0.72
4/7/2023,isometric,jump,take off,
5/7/2023,isometric,jump,pre-load,
8/7/2023,isometric,jump,take off,
16/07/2023,isometric,sprint,max velocity,
23/07/2023,isometric,sprint,max velocity,
22/08/2023,dynamic,jump,pre-load,0.564
23/08/2023,dynamic,agility,deceleration,0.87
23/08/2023,isometric,sprint,acceleration,
25/08/2023,isometric,upper body,grapple,
2/9/2023,dynamic,upper body,pull,0.877
14/09/2023,dynamic,sprint,max velocity,0.5845
27/09/2023,dynamic,jump,pre-load,0.49
5/10/2023,dynamic,upper body,push,0.4305
15/10/2023,isometric,upper body,pull,
21/10/2023,isometric,upper body,grapple,
21/10/2023,dynamic,agility,acceleration,0.4305
24/10/2023,isometric,agility,rotate,
25/10/2023,dynamic,agility,deceleration,0.871
25/10/2023,isometric,sprint,acceleration,0.52
26/10/2023,dynamic,jump,pre-load,0.4985
30/10/2023,isometric,agility,rotate,
31/10/2023,dynamic,upper body,push,0.4305
4/11/2023,dynamic,jump,pre-load,0.4985
8/11/2023,isometric,upper body,pull,
8/11/2023,dynamic,agility,acceleration,0.431
11/11/2023,dynamic,upper body,push,0.431
11/11/2023,dynamic,agility,deceleration,0.871
13/11/2023,dynamic,agility,acceleration,0.43
16/11/2023,isometric,upper body,grapple,
19/11/2023,isometric,jump,take off,
30/11/2023,dynamic,upper body,pull,0.87
6/12/2023,dynamic,agility,acceleration,0.43
6/12/2023,isometric,agility,rotate,
18/12/2023,dynamic,agility,deceleration,0.87
18/12/2023,isometric,sprint,acceleration,0.52
25/12/2023,isometric,upper body,push,0.664
3/1/2024,dynamic,sprint,acceleration,0.426
25/01/2024,dynamic,jump,pre-load,0.524
26/01/2024,isometric,agility,deceleration,1.138
1/2/2024,isometric,sprint,max velocity,
4/2/2024,isometric,upper body,pull,
8/2/2024,isometric,sprint,max velocity,
18/02/2024,isometric,upper body,grapple,
20/02/2024,isometric,upper body,pull,
25/02/2024,dynamic,sprint,acceleration,0.4445
3/3/2024,dynamic,jump,land,0.668
10/3/2024,isometric,upper body,pull,
15/03/2024,dynamic,upper body,push,0.4445
18/03/2024,dynamic,sprint,max velocity,0.637
28/03/2024,isometric,jump,pre-load,0.52
3/4/2024,dynamic,jump,pre-load,0.521
12/4/2024,dynamic,sprint,max velocity,0.628
13/04/2024,isometric,agility,rotate,
28/04/2024,isometric,sprint,max velocity,0.1995
6/5/2024,isometric,upper body,push,0.704
7/5/2024,dynamic,sprint,max velocity,0.663
8/5/2024,isometric,jump,take off,
11/5/2024,dynamic,sprint,max velocity,0.625
19/05/2024,isometric,agility,deceleration,1.1365
22/05/2024,isometric,agility,deceleration,1.1365
10/6/2024,isometric,agility,deceleration,1.1365
14/06/2024,dynamic,sprint,acceleration,0.43
21/06/2024,isometric,upper body,pull,
22/06/2024,dynamic,upper body,pull,0.89
24/06/2024,dynamic,agility,deceleration,0.89
5/7/2024,dynamic,jump,take off,0.64
9/7/2024,isometric,jump,take off,0.1
9/7/2024,isometric,sprint,max velocity,0.739
14/07/2024,dynamic,sprint,max velocity,0.6725
24/07/2024,dynamic,upper body,push,0.485
30/07/2024,isometric,agility,rotate,0.286
4/8/2024,dynamic,sprint,acceleration,0.428
9/8/2024,isometric,sprint,max velocity,0.756
11/8/2024,isometric,agility,rotate,0.384
12/8/2024,isometric,upper body,push,0.96
15/08/2024,isometric,sprint,max velocity,0.756
28/08/2024,isometric,agility,deceleration,0.95
3/9/2024,dynamic,sprint,acceleration,0.428
6/9/2024,isometric,agility,acceleration,0.7275
7/9/2024,dynamic,sprint,max velocity,0.688
14/09/2024,isometric,jump,land,0.368
15/09/2024,isometric,upper body,grapple,0.6315
3/10/2024,isometric,jump,pre-load,0.6925
3/10/2024,dynamic,sprint,acceleration,0.494
16/10/2024,dynamic,jump,pre-load,0.5375
17/10/2024,isometric,jump,land,0.426
28/10/2024,dynamic,jump,land,0.666
28/10/2024,isometric,jump,take off,0.444
29/10/2024,dynamic,jump,take off,0.69
29/10/2024,isometric,upper body,pull,
8/11/2024,dynamic,sprint,max velocity,0.64
15/11/2024,dynamic,sprint,max velocity,0.6635
26/11/2024,isometric,upper body,pull,
27/11/2024,isometric,upper body,push,0.876
3/12/2024,isometric,jump,pre-load,0.796
5/12/2024,isometric,agility,acceleration,0.796
6/12/2024,isometric,jump,pre-load,0.796
11/12/2024,isometric,sprint,max velocity,0.685
30/12/2024,dynamic,upper body,pull,0.856
7/1/2025,dynamic,jump,take off,0.675
15/01/2025,isometric,upper body,pull,0.46
17/01/2025,isometric,jump,land,0.46
21/01/2025,isometric,agility,deceleration,0.955
26/01/2025,isometric,sprint,acceleration,0.7475
1/2/2025,dynamic,agility,acceleration,0.4965
6/2/2025,isometric,upper body,grapple,0.6415
13/02/2025,isometric,jump,land,0.397
23/02/2025,dynamic,sprint,max velocity,0.6495
28/02/2025,dynamic,agility,deceleration,0.87
4/7/2023,isometric,upper body,grapple,
5/7/2023,isometric,jump,land,
12/7/2023,dynamic,jump,take off,0.74
14/07/2023,isometric,upper body,pull,
16/07/2023,isometric,agility,deceleration,0.781
28/07/2023,isometric,upper body,grapple,
2/8/2023,dynamic,sprint,max velocity,0.67
11/8/2023,isometric,jump,pre-load,
13/08/2023,dynamic,agility,acceleration,0.358
21/08/2023,dynamic,agility,deceleration,0.87
18/09/2023,isometric,upper body,pull,
23/09/2023,isometric,upper body,push,
1/10/2023,isometric,upper body,push,
6/10/2023,dynamic,sprint,acceleration,0.4305
8/10/2023,isometric,agility,deceleration,1.0395
8/10/2023,dynamic,sprint,acceleration,0.4305
9/10/2023,dynamic,upper body,push,0.4305
10/10/2023,isometric,agility,deceleration,1.0395
14/10/2023,dynamic,agility,deceleration,0.871
26/10/2023,isometric,jump,pre-load,0.52
4/11/2023,dynamic,sprint,max velocity,0.6475
